Symbol,Sector,Industry,Company_Name
NRL.NS,Industrials,Waste Management,Nupur Recyclers Limited
NURECA.NS,Healthcare,Medical Devices,Nureca Limited
NUVAMA.NS,Financial Services,Asset Management,Nuvama Wealth Management Limited
NUVOCO.NS,Basic Materials,Building Materials,Nuvoco Vistas Corporation Limited
OBEROIRLTY.NS,Real Estate,Real Estate - Development,Oberoi Realty Limited
OCCLLTD.NS,Basic Materials,Chemicals,OCCL Limited
ODIGMA.NS,Communication Services,Advertising Agencies,Odigma Consultancy Solutions Limited
ONGC.NS,Energy,Oil & Gas Integrated,Oil and Natural Gas Corporation Limited
OILCOUNTUB.NS,Energy,Oil & Gas Equipment & Services,Oil Country Tubular Limited
OIL.NS,Energy,Oil & Gas Integrated,Oil India Limited
OLAELEC.NS,Consumer Cyclical,Auto Manufacturers,OLA ELECTRIC MOBILITY LTD
OLECTRA.NS,Industrials,Farm & Heavy Construction Machinery,Olectra Greentech Limited
OMINFRAL.NS,Industrials,Engineering & Construction,Om Infra Limited
OMAXAUTO.NS,Consumer Cyclical,Auto Parts,Omax Autos Limited
OMAXE.NS,Real Estate,Real Estate - Development,Omaxe Limited
OMKARCHEM.NS,Basic Materials,Specialty Chemicals,Omkar Speciality Chemicals Limited
PAYTM.NS,Technology,Software - Infrastructure,One97 Communications Limited
MOBIKWIK.NS,Technology,Software - Infrastructure,ONE MOBIKWIK SYSTEMS LTD
ONEPOINT.NS,Industrials,Specialty Business Services,One Point One Solutions Limited
ONELIFECAP.NS,Financial Services,Capital Markets,Onelife Capital Advisors Limited
ONESOURCE.NS,Healthcare,Biotechnology,ONESOURCE SPECL PHARMA L
ONMOBILE.NS,Communication Services,Telecom Services,OnMobile Global Limited
ONWARDTEC.NS,Technology,Information Technology Services,Onward Technologies Limited
OPTIEMUS.NS,Technology,Electronics & Computer Distribution,Optiemus Infracom Limited
OFSS.NS,Technology,Software - Infrastructure,Oracle Financial Services Software Limited
ORBTEXP.NS,Consumer Cyclical,Textile Manufacturing,Orbit Exports Limited
ORCHASP.NS,Technology,Software - Application,Orchasp Limited
ORCHPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Orchid Pharma Limited
ORICONENT.NS,Consumer Cyclical,Packaging & Containers,Oricon Enterprises Limited
ORIENTBELL.NS,Industrials,Building Products & Equipment,Orient Bell Limited
ORIENTCEM.NS,Basic Materials,Building Materials,Orient Cement Limited
ORIENTCER.NS,Basic Materials,Specialty Chemicals,Orient Ceratech Limited
ORIENTELEC.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Orient Electric Limited
GREENPOWER.NS,Utilities,Utilities - Independent Power Producers,Orient Green Power Company Limited
ORIENTHOT.NS,Consumer Cyclical,Lodging,Oriental Hotels Limited
ORIENTPPR.NS,Basic Materials,Paper & Paper Products,Orient Paper & Industries Limited
ORIENTLTD.NS,Consumer Cyclical,Packaging & Containers,Orient Press Limited
ORIENTTECH.NS,Technology,Information Technology Services,ORIENT TECHNOLOGIES LTD
OAL.NS,Basic Materials,Specialty Chemicals,Oriental Aromatics Limited
OCCL.NS,Basic Materials,Chemicals,AG Ventures Limited
ORIENTALTL.NS,Industrials,Building Products & Equipment,Oriental Trimex Limited
ORISSAMINE.NS,Basic Materials,Other Industrial Metals & Mining,The Orissa Minerals Development Company Limited
ORTEL.NS,Communication Services,Entertainment,Ortel Communications Limited
OSWALAGRO.NS,Real Estate,Real Estate - Development,Oswal Agro Mills Limited
OSWALGREEN.NS,Financial Services,Asset Management,Oswal Greentech Limited
PNGJL.NS,Consumer Cyclical,Luxury Goods,P N GADGIL JEWELLERS LTD
PGHH.NS,Consumer Defensive,Household & Personal Products,Procter & Gamble Hygiene and Health Care Limited
PAGEIND.NS,Consumer Cyclical,Apparel Manufacturing,Page Industries Limited
PAISALO.NS,Financial Services,Credit Services,Paisalo Digital Limited
PAKKA.NS,Basic Materials,Paper & Paper Products,Pakka Limited
PALASHSECU.NS,Consumer Defensive,Packaged Foods,Palash Securities Limited
PANACEABIO.NS,Healthcare,Biotechnology,Panacea Biotec Limited
PANACHE.NS,Technology,Communication Equipment,Panache Digilife Limited
PANAMAPET.NS,Energy,Oil & Gas Refining & Marketing,Panama Petrochem Limited
PAR.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Par Drugs and Chemicals Limited
PARADEEP.NS,Basic Materials,Agricultural Inputs,Paradeep Phosphates Limited
PARAGMILK.NS,Consumer Defensive,Packaged Foods,Parag Milk Foods Limited
PARACABLES.NS,Technology,Communication Equipment,Paramount Communications Limited
PARAS.NS,Industrials,Aerospace & Defense,Paras Defence and Space Technologies Limited
PARASPETRO.NS,Consumer Cyclical,Textile Manufacturing,Paras Petrofils Limited
PARKHOTELS.NS,Consumer Cyclical,Lodging,PARKHOTELS
PARSVNATH.NS,Real Estate,Real Estate - Development,Parsvnath Developers Limited
PASUPTAC.NS,Consumer Cyclical,Textile Manufacturing,Pasupati Acrylon Limited
PATANJALI.NS,Consumer Defensive,Packaged Foods,Patanjali Foods Limited
PATELENG.NS,Industrials,Engineering & Construction,Patel Engineering Limited
PATINTLOG.NS,Industrials,Integrated Freight & Logistics,Patel Integrated Logistics Limited
PAVNAIND.NS,Consumer Cyclical,Auto Parts,Pavna Industries Limited
POLICYBZR.NS,Financial Services,Insurance Brokers,PB Fintech Limited
PCJEWELLER.NS,Consumer Cyclical,Luxury Goods,PC Jeweller Limited
PCBL.NS,Basic Materials,Specialty Chemicals,PCBL Chemical Limited
PDSL.NS,Industrials,Specialty Business Services,PDS Limited
PGIL.NS,Consumer Cyclical,Apparel Manufacturing,Pearl Global Industries Limited
PEARLPOLY.NS,Consumer Cyclical,Packaging & Containers,Pearl Polymers Limited
PENINLAND.NS,Real Estate,Real Estate - Development,Peninsula Land Limited
PENIND.NS,Industrials,Specialty Industrial Machinery,Pennar Industries Limited
PERSISTENT.NS,Technology,Information Technology Services,Persistent Systems Limited
PETRONET.NS,Energy,Oil & Gas Refining & Marketing,Petronet LNG Limited
PFIZER.NS,Healthcare,Drug Manufacturers - General,Pfizer Limited
PGEL.NS,Technology,Electronic Components,PG Electroplast Limited
PIIND.NS,Basic Materials,Agricultural Inputs,PI Industries Limited
PIDILITIND.NS,Basic Materials,Specialty Chemicals,Pidilite Industries Limited
PILITA.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Pil Italica Lifestyle Limited
PILANIINVS.NS,Financial Services,Asset Management,Pilani Investment and Industries Corporation Limited
PIONEEREMB.NS,Consumer Cyclical,Textile Manufacturing,Pioneer Embroideries Limited
PEL.NS,Financial Services,Financial Conglomerates,Piramal Enterprises Limited
PPLPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Piramal Pharma Limited
PITTIENG.NS,Industrials,Metal Fabrication,Pitti Engineering Limited
PIXTRANS.NS,Industrials,Specialty Industrial Machinery,PIX Transmissions Limited
PLASTIBLEN.NS,Basic Materials,Specialty Chemicals,Plastiblends India Limited
PLATIND.NS,Basic Materials,Specialty Chemicals,Platinum Industries Limited
PLAZACABLE.NS,Industrials,Electrical Equipment & Parts,Plaza Wires Limited
PNBGILTS.NS,Financial Services,Capital Markets,PNB Gilts Ltd.
PNBHOUSING.NS,Financial Services,Mortgage Finance,PNB Housing Finance Limited
PNCINFRA.NS,Industrials,Engineering & Construction,PNC Infratech Limited
PODDARHOUS.NS,Real Estate,Real Estate - Development,Poddar Housing and Development Limited
PODDARMENT.NS,Basic Materials,Specialty Chemicals,Poddar Pigments Limited
POKARNA.NS,Industrials,Building Products & Equipment,Pokarna Limited
POLYMED.NS,Healthcare,Medical Instruments & Supplies,Poly Medicure Limited
POLYCAB.NS,Industrials,Electrical Equipment & Parts,Polycab India Limited
POLYPLEX.NS,Basic Materials,Specialty Chemicals,Polyplex Corporation Limited
POCL.NS,Basic Materials,Specialty Chemicals,Pondy Oxides And Chemicals Limited
PONNIERODE.NS,Consumer Defensive,Confectioners,Ponni Sugars (Erode) Limited
POONAWALLA.NS,Financial Services,Credit Services,Poonawalla Fincorp Limited
PVSL.NS,Consumer Cyclical,Auto & Truck Dealerships,Popular Vehicles and Services Limited
PFC.NS,Financial Services,Credit Services,Power Finance Corporation Limited
POWERGRID.NS,Utilities,Utilities - Regulated Electric,Power Grid Corporation of India Limited
PIGL.NS,Industrials,Engineering & Construction,Power & Instrumental (Gujarat) Limited
POWERMECH.NS,Industrials,Engineering & Construction,Power Mech Projects Limited
PRABHA.NS,Energy,Oil & Gas E&P,Prabha Energy Limited
PRAJIND.NS,Industrials,Engineering & Construction,Praj Industries Limited
PRAENG.NS,Real Estate,Real Estate - Development,Prajay Engineers Syndicate Limited
PRAKASH.NS,Basic Materials,Steel,Prakash Industries Limited
PPL.NS,Industrials,Building Products & Equipment,Prakash Pipes Limited
PRAKASHSTL.NS,Basic Materials,Steel,Prakash Steelage Limited
DIAMONDYD.NS,Consumer Defensive,Packaged Foods,Prataap Snacks Limited
PRAXIS.NS,Consumer Cyclical,Specialty Retail,Praxis Home Retail Limited
PRECAM.NS,Consumer Cyclical,Auto Parts,Precision Camshafts Limited
PRECWIRE.NS,Industrials,Electrical Equipment & Parts,Precision Wires India Limited
PRECOT.NS,Consumer Cyclical,Textile Manufacturing,Precot Limited
PREMIERENE.NS,Technology,Solar,PREMIER ENERGIES LIMITED
PREMEXPLN.NS,Basic Materials,Specialty Chemicals,Premier Explosives Limited
PREMIER.NS,Industrials,Specialty Industrial Machinery,Premier Limited
PREMIERPOL.NS,Basic Materials,Specialty Chemicals,Premier Polyfilm Ltd.
PRESTIGE.NS,Real Estate,Real Estate - Diversified,Prestige Estates Projects Limited
PRICOLLTD.NS,Consumer Cyclical,Auto Parts,Pricol Limited
PFOCUS.NS,Communication Services,Entertainment,Prime Focus Limited
PRIMESECU.NS,Financial Services,Capital Markets,Prime Securities Limited
PRIMO.NS,Basic Materials,Chemicals,Primo Chemicals Limited
PRINCEPIPE.NS,Industrials,Building Products & Equipment,Prince Pipes and Fittings Limited
PRSMJOHNSN.NS,Basic Materials,Building Materials,Prism Johnson Limited
PRITI.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Priti International Limited
PRITIKAUTO.NS,Industrials,Specialty Industrial Machinery,Pritika Auto Industries Limited
PNC.NS,Communication Services,Entertainment,Pritish Nandy Communications Ltd
PRIVISCL.NS,Basic Materials,Specialty Chemicals,Privi Speciality Chemicals Limited
PGHL.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Procter & Gamble Health Limited
PROSTARM.NS,Unknown,Unknown,PROSTARM INFO SYSTEMS LTD
PROTEAN.NS,Technology,Information Technology Services,Protean eGov Technologies Limited
PROZONER.NS,Real Estate,Real Estate - Diversified,Prozone Realty Limited
PRUDENT.NS,Financial Services,Asset Management,Prudent Corporate Advisory Services Limited
PRUDMOULI.NS,Consumer Defensive,Confectioners,Prudential Sugar Corporation Ltd.
PSPPROJECT.NS,Industrials,Engineering & Construction,PSP Projects Limited
PFS.NS,Financial Services,Credit Services,PTC India Financial Services Limited
PTC.NS,Utilities,Utilities - Independent Power Producers,PTC India Limited
PTCIL.NS,Industrials,Metal Fabrication,PTC Industries Limited
PTL.NS,Real Estate,Real Estate Services,PTL Enterprises Limited
PDMJEPAPER.NS,Basic Materials,Paper & Paper Products,Pudumjee Paper Products Limited
PSB.NS,Financial Services,Banks - Regional,Punjab & Sind Bank
PUNJABCHEM.NS,Basic Materials,Chemicals,Punjab Chemicals and Crop Protection Limited
PNB.NS,Financial Services,Banks - Regional,Punjab National Bank
PURVA.NS,Real Estate,Real Estate - Development,Puravankara Limited
PVP.NS,Industrials,Conglomerates,PVP Ventures Limited
PVRINOX.NS,Communication Services,Entertainment,PVR INOX Limited
PYRAMID.NS,Consumer Cyclical,Packaging & Containers,Pyramid Technoplast Limited
QUADFUTURE.NS,Industrials,Railroads,QUADRANT FUTURE TEK LTD
QPOWER.NS,Industrials,Electrical Equipment & Parts,QUALITY POWER ELEC EQUP L
QGOLDHALF.NS,Unknown,Unknown,Quantum Gold Exchange Traded Scheme
QNIFTY.NS,Unknown,Unknown,Quantum Nifty 50 ETF
QUESS.NS,Industrials,Staffing & Employment Services,Quess Corp Limited
QUICKHEAL.NS,Technology,Software - Application,Quick Heal Technologies Limited
QUINTEGRA.NS,Technology,Information Technology Services,Quintegra Solutions Limited
RKSWAMY.NS,Communication Services,Advertising Agencies,R K SWAMY LIMITED
RRKABEL.NS,Industrials,Electrical Equipment & Parts,R R Kabel Limited
RSYSTEMS.NS,Technology,Information Technology Services,R Systems International Limited
RPPINFRA.NS,Industrials,Engineering & Construction,R.P.P. Infra Projects Limited
RACE.NS,Industrials,Waste Management,Race Eco Chain Limited
RACLGEAR.NS,Consumer Cyclical,Auto Parts,RACL Geartech Limited
RADAAN.NS,Communication Services,Entertainment,Radaan Mediaworks India Limited
RADHIKAJWE.NS,Consumer Cyclical,Luxury Goods,Radhika Jeweltech Limited
RADIANTCMS.NS,Industrials,Specialty Business Services,Radiant Cash Management Services Limited
RADICO.NS,Consumer Defensive,Beverages - Wineries & Distilleries,Radico Khaitan Limited
RPEL.NS,Basic Materials,Chemicals,Raghav Productivity Enhancers Limited
RVNL.NS,Industrials,Engineering & Construction,Rail Vikas Nigam Limited
RAILTEL.NS,Communication Services,Telecom Services,RailTel Corporation of India Limited
RAIN.NS,Basic Materials,Specialty Chemicals,Rain Industries Limited
RAINBOW.NS,Healthcare,Medical Care Facilities,Rainbow Children's Medicare Limited
ROML.NS,Consumer Defensive,Packaged Foods,Raj Oil Mills Limited
RAJRILTD.NS,Consumer Cyclical,Textile Manufacturing,Raj Rayon Industries Limited
RAJTV.NS,Communication Services,Broadcasting,Raj Television Network Limited
RAJESHEXPO.NS,Consumer Cyclical,Luxury Goods,Rajesh Exports Limited
RAJOOENG.NS,Industrials,Specialty Industrial Machinery,Rajoo Engineers Limited
RAJRATAN.NS,Basic Materials,Steel,Rajratan Global Wire Limited
RPPL.NS,Consumer Cyclical,Packaging & Containers,Rajshree Polypack Limited
RAJSREESUG.NS,Consumer Defensive,Confectioners,Rajshree Sugars and Chemicals Limited
RALLIS.NS,Basic Materials,Agricultural Inputs,Rallis India Limited
RAMRAT.NS,Industrials,Electrical Equipment & Parts,Ram Ratna Wires Limited
RAMASTEEL.NS,Basic Materials,Steel,Rama Steel Tubes Limited
RAMCOIND.NS,Industrials,Building Products & Equipment,Ramco Industries Limited
RAMCOSYS.NS,Technology,Software - Application,Ramco Systems Limited
RKFORGE.NS,Industrials,Metal Fabrication,Ramkrishna Forgings Limited
RAMKY.NS,Industrials,Engineering & Construction,Ramky Infrastructure Limited
RANASUG.NS,Consumer Defensive,Confectioners,Rana Sugars Limited
RML.NS,Consumer Cyclical,Auto Parts,Rane (Madras) Limited
RANEHOLDIN.NS,Consumer Cyclical,Auto Parts,Rane Holdings Limited
RPTECH.NS,Technology,Electronics & Computer Distribution,Rashi Peripherals Limited
RCF.NS,Basic Materials,Agricultural Inputs,Rashtriya Chemicals and Fertilizers Limited
RATEGAIN.NS,Technology,Software - Application,RateGain Travel Technologies Limited
RATNAMANI.NS,Basic Materials,Steel,Ratnamani Metals & Tubes Limited
RATNAVEER.NS,Basic Materials,Steel,Ratnaveer Precision Engineering Limited
RTNINDIA.NS,Consumer Cyclical,Internet Retail,RattanIndia Enterprises Limited
RTNPOWER.NS,Utilities,Utilities - Independent Power Producers,RattanIndia Power Limited
RKDL.NS,Consumer Defensive,Beverages - Wineries & Distilleries,Ravi Kumar Distilleries Limited
RVHL.NS,Real Estate,Real Estate - Development,Ravinder Heights Limited
RELTD.NS,Technology,Solar,Ravindra Energy Limited
RAYMONDLSL.NS,Consumer Cyclical,Apparel Manufacturing,Raymond Lifestyle Limited
RAYMOND.NS,Consumer Cyclical,Textile Manufacturing,Raymond Limited
RBLBANK.NS,Financial Services,Banks - Regional,RBL Bank Limited
RBZJEWEL.NS,Consumer Cyclical,Luxury Goods,RBZ Jewellers Limited
RECLTD.NS,Financial Services,Credit Services,REC Limited
REDINGTON.NS,Technology,Information Technology Services,Redington Limited
REDTAPE.NS,Consumer Cyclical,Footwear & Accessories,REDTAPE Limited
REFEX.NS,Energy,Thermal Coal,Refex Industries Limited
RELAXO.NS,Consumer Cyclical,Footwear & Accessories,Relaxo Footwears Limited
GILT5YBEES.NS,Unknown,Unknown,Nippon India ETF Nifty 5 yr Benchmark G-Sec
SDL26BEES.NS,Unknown,Unknown,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight
RELIABLE.NS,Technology,Information Technology Services,Reliable Data Services Limited
RELCHEMQ.NS,Consumer Cyclical,Textile Manufacturing,Reliance Chemotex Industries Limited
RCOM.NS,Communication Services,Telecom Services,Reliance Communications Limited
RIIL.NS,Industrials,Engineering & Construction,Reliance Industrial Infrastructure Limited
RELIANCE.NS,Energy,Oil & Gas Refining & Marketing,Reliance Industries Limited
RELINFRA.NS,Utilities,Utilities - Independent Power Producers,Reliance Infrastructure Limited
RPOWER.NS,Utilities,Utilities - Independent Power Producers,Reliance Power Limited
RELIGARE.NS,Financial Services,Insurance - Life,Religare Enterprises Limited
REMSONSIND.NS,Consumer Cyclical,Auto Parts,Remsons Industries Limited
RGL.NS,Consumer Cyclical,Luxury Goods,Renaissance Global Limited
REPCOHOME.NS,Financial Services,Mortgage Finance,Repco Home Finance Limited
REPRO.NS,Industrials,Specialty Business Services,Repro India Limited
RESPONIND.NS,Basic Materials,Specialty Chemicals,Responsive Industries Limited
RBA.NS,Consumer Cyclical,Restaurants,Restaurant Brands Asia Limited
RHIM.NS,Industrials,Metal Fabrication,RHI Magnesita India Limited
RICOAUTO.NS,Consumer Cyclical,Auto Parts,Rico Auto Industries Limited
RISHABH.NS,Technology,Scientific & Technical Instruments,Rishabh Instruments Limited
RITCO.NS,Industrials,Integrated Freight & Logistics,Ritco Logistics Limited
RITES.NS,Industrials,Engineering & Construction,RITES Limited
RKEC.NS,Industrials,Engineering & Construction,RKEC Projects Limited
RHL.NS,Consumer Cyclical,Lodging,Robust Hotels Limited
ROLEXRINGS.NS,Industrials,Metal Fabrication,Rolex Rings Limited
ROLLT.NS,Real Estate,Real Estate Services,Rollatainers Limited
ROLTA.NS,Technology,Information Technology Services,Rolta India Limited
ROSSARI.NS,Basic Materials,Specialty Chemicals,Rossari Biotech Limited
ROSSELLIND.NS,Industrials,Conglomerates,Rossell India Limited
ROSSTECH.NS,Industrials,Aerospace & Defense,Rossell Techsys Limited
ROTO.NS,Industrials,Specialty Industrial Machinery,Roto Pumps Limited
ROUTE.NS,Communication Services,Telecom Services,Route Mobile Limited
ROHLTD.NS,Consumer Cyclical,Lodging,Royal Orchid Hotels Limited
RPGLIFE.NS,Healthcare,Drug Manufacturers - Specialty & Generic,RPG Life Sciences Limited
RPSGVENT.NS,Technology,Information Technology Services,RPSG Ventures Limited
RSWM.NS,Consumer Cyclical,Textile Manufacturing,RSWM Limited
RUBFILA.NS,Basic Materials,Specialty Chemicals,Rubfila International Limited
RUCHINFRA.NS,Industrials,Specialty Business Services,Ruchi Infrastructure Limited
RUCHIRA.NS,Basic Materials,Paper & Paper Products,Ruchira Papers Limited
REPL.NS,Industrials,Consulting Services,Rudrabhishek Enterprises Limited
RUPA.NS,Consumer Cyclical,Apparel Manufacturing,Rupa & Company Limited
RUSHIL.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Rushil Décor Limited
SCHAND.NS,Communication Services,Publishing,S Chand And Company Limited
SHK.NS,Basic Materials,Specialty Chemicals,S H Kelkar and Company Limited
SPAL.NS,Consumer Cyclical,Apparel Manufacturing,S.P. Apparels Limited
SALSTEEL.NS,Basic Materials,Steel,S.A.L. Steel Limited
SABEVENTS.NS,Communication Services,Publishing,SAB Events & Governance Now Media Limited
SADBHAV.NS,Industrials,Engineering & Construction,Sadbhav Engineering Limited
SADBHIN.NS,Industrials,Engineering & Construction,Sadbhav Infrastructure Project Limited
SAFARI.NS,Consumer Cyclical,Footwear & Accessories,Safari Industries (India) Limited
SAGCEM.NS,Basic Materials,Building Materials,Sagar Cements Limited
SAGARDEEP.NS,Basic Materials,Copper,Sagardeep Alloys Limited
SAGILITY.NS,Healthcare,Health Information Services,SAGILITY INDIA LIMITED
SAH.NS,Consumer Cyclical,Packaging & Containers,Sah Polymers Limited
SAHYADRI.NS,Industrials,Building Products & Equipment,Sahyadri Industries Limited
SAILIFE.NS,Healthcare,Diagnostics & Research,SAI LIFE SCIENCES LIMITED
KALAMANDIR.NS,Consumer Cyclical,Apparel Retail,Sai Silks (Kalamandir) Limited
SAKAR.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Sakar Healthcare Limited
SAKSOFT.NS,Technology,Information Technology Services,Saksoft Limited
SAKHTISUG.NS,Consumer Defensive,Confectioners,Sakthi Sugars Limited
SAKUMA.NS,Consumer Defensive,Farm Products,Sakuma Exports Limited
SALASAR.NS,Basic Materials,Steel,Salasar Techno Engineering Limited
SALONA.NS,Consumer Cyclical,Textile Manufacturing,Salona Cotspin Limited
SALZERELEC.NS,Industrials,Electrical Equipment & Parts,Salzer Electronics Limited
SAMBHAAV.NS,Communication Services,Publishing,Sambhaav Media Limited
SAMHI.NS,Consumer Cyclical,Lodging,SAMHI Hotels Limited
SAMMAANCAP.NS,Financial Services,Mortgage Finance,Sammaan Capital Limited
SAMPANN.NS,Basic Materials,Specialty Chemicals,Sampann Utpadan India Limited
MOTHERSON.NS,Consumer Cyclical,Auto Parts,Samvardhana Motherson International Limited
SANATHAN.NS,Consumer Cyclical,Textile Manufacturing,SANATHAN TEXTILES LIMITED
SANCO.NS,Industrials,Electrical Equipment & Parts,Sanco Industries Limited
SANDESH.NS,Communication Services,Publishing,The Sandesh Limited
SANDHAR.NS,Consumer Cyclical,Auto Parts,Sandhar Technologies Limited
SANDUMA.NS,Basic Materials,Steel,The Sandur Manganese & Iron Ores Limited
SANGAMIND.NS,Consumer Cyclical,Textile Manufacturing,Sangam (India) Limited
SANGHIIND.NS,Basic Materials,Building Materials,Sanghi Industries Limited
SANGHVIMOV.NS,Industrials,Rental & Leasing Services,Sanghvi Movers Limited
SANGINITA.NS,Basic Materials,Chemicals,Sanginita Chemicals Limited
SANOFICONR.NS,Healthcare,Drug Manufacturers - General,SANOFI CONS HEALTHC IND L
SANOFI.NS,Healthcare,Drug Manufacturers - General,Sanofi India Limited
SANSERA.NS,Consumer Cyclical,Auto Parts,Sansera Engineering Limited
SANSTAR.NS,Basic Materials,Chemicals,SANSTAR LIMITED
SANWARIA.NS,Consumer Defensive,Farm Products,Sanwaria Consumer Limited
SAPPHIRE.NS,Consumer Cyclical,Restaurants,Sapphire Foods India Limited
SSDL.NS,Consumer Cyclical,Apparel Retail,SARASWATI SAREE DEPOT LTD
SARDAEN.NS,Basic Materials,Steel,Sarda Energy & Minerals Limited
SAREGAMA.NS,Communication Services,Entertainment,Saregama India Limited
SARLAPOLY.NS,Consumer Cyclical,Textile Manufacturing,Sarla Performance Fibers Limited
SMLT.NS,Industrials,Metal Fabrication,Sarthak Metals Limited
SARVESHWAR.NS,Consumer Defensive,Packaged Foods,Sarveshwar Foods Limited
SASKEN.NS,Technology,Information Technology Services,Sasken Technologies Limited
SASTASUNDR.NS,Healthcare,Pharmaceutical Retailers,Sastasundar Ventures Limited
SATINDLTD.NS,Basic Materials,Steel,Aeroflex Enterprises Limited
SATIA.NS,Basic Materials,Paper & Paper Products,Satia Industries Limited
SATIN.NS,Financial Services,Credit Services,Satin Creditcare Network Limited
SAURASHCEM.NS,Basic Materials,Building Materials,Saurashtra Cement Limited
SOTL.NS,Basic Materials,Specialty Chemicals,Savita Oil Technologies Limited
SBC.NS,Industrials,Conglomerates,SBC Exports Limited
SBFC.NS,Financial Services,Credit Services,SBFC Finance Limited
SBICARD.NS,Financial Services,Credit Services,SBI Cards and Payment Services Limited
SBILIFE.NS,Financial Services,Insurance - Life,SBI Life Insurance Company Limited
SETFGOLD.NS,Unknown,Unknown,SBI Gold ETF
SETFNIF50.NS,Unknown,Unknown,SBI Nifty 50 ETF
SETFNIFBK.NS,Unknown,Unknown,SBI Nifty Bank ETF
SETFNN50.NS,Unknown,Unknown,SBI Nifty Next 50 ETF
SBIBPB.NS,Unknown,Unknown,SBI Mutual Fund - SBI BSE PSU Bank ETF
SBIETFCON.NS,Unknown,Unknown,SBI Nifty Consumption ETF
SBIETFIT.NS,Unknown,Unknown,SBI Nifty IT ETF
SBIETFPB.NS,Unknown,Unknown,SBI Nifty Private Bank ETF
SBIETFQLTY.NS,Unknown,Unknown,SBI NIFTY 200 Quality 30 ETF
SBINEQWETF.NS,Unknown,Unknown,SBI Nifty50 Equal Weight ETF
SBISILVER.NS,Unknown,Unknown,SBI Silver ETF
SETF10GILT.NS,Unknown,Unknown,SBI Nifty 10 yr Benchmark G-Sec ETF
SCHAEFFLER.NS,Consumer Cyclical,Auto Parts,Schaeffler India Limited
THELEELA.NS,Consumer Cyclical,Lodging,SCHLOSS BANGALORE LIMITED
SCHNEIDER.NS,Industrials,Electrical Equipment & Parts,Schneider Electric Infrastructure Limited
SCODATUBES.NS,Unknown,Unknown,Scoda Tubes Limited
SEAMECLTD.NS,Industrials,Marine Shipping,Seamec Limited
SECMARK.NS,Industrials,Consulting Services,SecMark Consultancy Limited
SECURKLOUD.NS,Technology,Software - Application,SecureKloud Technologies Limited
SEJALLTD.NS,Industrials,Building Products & Equipment,Sejal Glass Limited
SELAN.NS,Energy,Oil & Gas E&P,Selan Exploration Technology Limited
SENCO.NS,Consumer Cyclical,Luxury Goods,Senco Gold Limited
SENORES.NS,Healthcare,Drug Manufacturers - General,SENORES PHARMACEUTICALS L
SEPC.NS,Industrials,Engineering & Construction,SEPC Limited
SEPC-RE3.NS,Unknown,Unknown,SEPC LTD
SEQUENT.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Sequent Scientific Limited
SERVOTECH.NS,Industrials,Electrical Equipment & Parts,Servotech Renewable Power System Limited
SESHAPAPER.NS,Basic Materials,Paper & Paper Products,Seshasayee Paper and Boards Limited
SETUINFRA.NS,Industrials,Engineering & Construction,Setubandhan Infrastructure Limited
SEYAIND.NS,Basic Materials,Specialty Chemicals,Seya Industries Limited
SHAHALLOYS.NS,Basic Materials,Steel,Shah Alloys Limited
SHAH.NS,Basic Materials,Steel,Shah Metacorp Limited
SHAILY.NS,Basic Materials,Specialty Chemicals,Shaily Engineering Plastics Limited
SHAKTIPUMP.NS,Industrials,Specialty Industrial Machinery,Shakti Pumps (India) Limited
SHALBY.NS,Healthcare,Medical Care Facilities,Shalby Limited
SHALPAINTS.NS,Basic Materials,Specialty Chemicals,Shalimar Paints Limited
SRD.NS,Basic Materials,Specialty Chemicals,Shankar Lal Rampal Dye-Chem Limited
SHANKARA.NS,Consumer Cyclical,Home Improvement Retail,Shankara Building Products Limited
SHANTIGEAR.NS,Industrials,Specialty Industrial Machinery,Shanthi Gears Limited
SHARDACROP.NS,Basic Materials,Agricultural Inputs,Sharda Cropchem Limited
SHARDAMOTR.NS,Consumer Cyclical,Auto Parts,Sharda Motor Industries Limited
SHAREINDIA.NS,Financial Services,Capital Markets,Share India Securities Limited
SFL.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Sheela Foam Limited
SCPL.NS,Consumer Defensive,Packaged Foods,Sheetal Cool Products Limited
SHEKHAWATI.NS,Consumer Cyclical,Textile Manufacturing,Shekhawati Industries Limited
SHEMAROO.NS,Communication Services,Entertainment,Shemaroo Entertainment Limited
SHILPAMED.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Shilpa Medicare Limited
SCILAL.NS,Real Estate,Real Estate Services,Shipping Corporation of India Land and Assets Limited
SCI.NS,Industrials,Marine Shipping,The Shipping Corporation of India Limited
