Symbol,Sector,Industry,Company_Name
CUB.NS,Financial Services,Banks - Regional,City Union Bank Limited
CLEDUCATE.NS,Consumer Defensive,Education & Training Services,CL Educate Limited
CLEAN.NS,Basic Materials,Specialty Chemicals,Clean Science and Technology Limited
CMICABLES.NS,Industrials,Electrical Equipment & Parts,CMI Limited
CMSINFO.NS,Industrials,Specialty Business Services,CMS Info Systems Limited
COALINDIA.NS,Energy,Thermal Coal,Coal India Limited
COASTCORP.NS,Consumer Defensive,Packaged Foods,Coastal Corporation Limited
COCHINSHIP.NS,Industrials,Aerospace & Defense,Cochin Shipyard Limited
COFFEEDAY.NS,Consumer Cyclical,Restaurants,Coffee Day Enterprises Limited
COFORGE.NS,Technology,Information Technology Services,Coforge Limited
COHANCE.NS,Healthcare,Drug Manufacturers - Specialty & Generic,COHANCE LIFESCIENCES LTD
COLPAL.NS,Consumer Defensive,Household & Personal Products,Colgate-Palmolive (India) Limited
COMSYN.NS,Consumer Cyclical,Packaging & Containers,Commercial Syn Bags Limited
COMPINFO.NS,Technology,Electronics & Computer Distribution,Compuage Infocom Limited
COMPUSOFT.NS,Consumer Defensive,Education & Training Services,Compucom Software Limited
CAMS.NS,Technology,Information Technology Services,Computer Age Management Services Limited
CONCORDBIO.NS,Healthcare,Biotechnology,Concord Biotech Limited
CEWATER.NS,Utilities,Utilities - Regulated Water,CONCORD ENVIRO SYSTEMS L
CONFIPET.NS,Energy,Oil & Gas Refining & Marketing,Confidence Petroleum India Limited
CCCL.NS,Industrials,Engineering & Construction,Consolidated Construction Consortium Limited
CONSOFINVT.NS,Financial Services,Capital Markets,Consolidated Finvest & Holdings Limited
CONCOR.NS,Industrials,Railroads,Container Corporation of India Limited
CONTROLPR.NS,Industrials,Business Equipment & Supplies,Control Print Limited
CORALFINAC.NS,Real Estate,Real Estate Services,Coral India Finance and Housing Limited
CORDSCABLE.NS,Industrials,Electrical Equipment & Parts,Cords Cable Industries Limited
COROMANDEL.NS,Basic Materials,Agricultural Inputs,Coromandel International Limited
COSMOFIRST.NS,Consumer Cyclical,Packaging & Containers,Cosmo First Limited
CCHHL.NS,Consumer Cyclical,Lodging,Country Club Hospitality & Holidays Limited
COUNCODOS.NS,Real Estate,Real Estate - Development,Country Condo's Limited
CPCAP.NS,Industrials,Conglomerates,CP Capital Limited
CPSEETF.NS,Unknown,Unknown,CPSE ETF
CRAFTSMAN.NS,Consumer Cyclical,Auto Parts,Craftsman Automation Limited
CREATIVE.NS,Technology,Electronics & Computer Distribution,Creative Newtech Limited
CREDITACC.NS,Financial Services,Credit Services,CreditAccess Grameen Limited
MUFTI.NS,Consumer Cyclical,Apparel Retail,CREDO BRANDS MARKETING L
CREST.NS,Financial Services,Financial Conglomerates,Crest Ventures Limited
CRISIL.NS,Financial Services,Financial Data & Stock Exchanges,CRISIL Limited
CROMPTON.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Crompton Greaves Consumer Electricals Limited
CROWN.NS,Industrials,Rental & Leasing Services,Crown Lifters Limited
CSBBANK.NS,Financial Services,Banks - Regional,CSB Bank Limited
CSLFINANCE.NS,Financial Services,Credit Services,CSL Finance Limited
CUBEXTUB.NS,Basic Materials,Copper,Cubex Tubings Limited
CUMMINSIND.NS,Industrials,Specialty Industrial Machinery,Cummins India Limited
CUPID.NS,Consumer Defensive,Household & Personal Products,Cupid Limited
CYBERMEDIA.NS,Communication Services,Publishing,Cyber Media (India) Limited
CYIENTDLM.NS,Technology,Electronic Components,Cyient DLM Limited
CYIENT.NS,Industrials,Conglomerates,Cyient Limited
DPWIRES.NS,Industrials,Metal Fabrication,D.P. Wires Limited
DLINKINDIA.NS,Technology,Communication Equipment,D-Link (India) Limited
DPABHUSHAN.NS,Consumer Cyclical,Luxury Goods,D. P. Abhushan Limited
DBCORP.NS,Communication Services,Publishing,D. B. Corp Limited
DABUR.NS,Consumer Defensive,Household & Personal Products,Dabur India Limited
DALBHARAT.NS,Basic Materials,Building Materials,Dalmia Bharat Limited
DALMIASUG.NS,Consumer Defensive,Confectioners,Dalmia Bharat Sugar and Industries Limited
DAMCAPITAL.NS,Financial Services,Capital Markets,DAM CAPITAL ADVISORS LTD
DAMODARIND.NS,Consumer Cyclical,Textile Manufacturing,Damodar Industries Limited
DANGEE.NS,Consumer Cyclical,Restaurants,Dangee Dums Limited
DATAPATTNS.NS,Industrials,Aerospace & Defense,Data Patterns (India) Limited
DATAMATICS.NS,Technology,Information Technology Services,Datamatics Global Services Limited
DAVANGERE.NS,Consumer Defensive,Confectioners,Davangere Sugar Company Limited
DBSTOCKBRO.NS,Financial Services,Capital Markets,DB (International) Stock Brokers Limited
DCI.NS,Technology,Electronics & Computer Distribution,DC Infotech and Communication Limited
DCBBANK.NS,Financial Services,Banks - Regional,DCB Bank Limited
DCMFINSERV.NS,Financial Services,Credit Services,DCM Financial Services Limited
DCM.NS,Industrials,Metal Fabrication,DCM Limited
DCMNVL.NS,Consumer Cyclical,Textile Manufacturing,DCM Nouvelle Limited
DCMSRIND.NS,Consumer Defensive,Confectioners,DCM Shriram Industries Limited
DCMSHRIRAM.NS,Industrials,Conglomerates,DCM Shriram Limited
DCW.NS,Basic Materials,Chemicals,DCW Limited
DCXINDIA.NS,Industrials,Aerospace & Defense,DCX Systems Limited
DDEVPLSTIK.NS,Basic Materials,Specialty Chemicals,Ddev Plastiks Industries Limited
DENORA.NS,Industrials,Electrical Equipment & Parts,De Nora India Limited
DIL.NS,Industrials,Farm & Heavy Construction Machinery,Debock Industries Limited
DECCANCE.NS,Basic Materials,Building Materials,Deccan Cements Limited
DEEDEV.NS,Industrials,Metal Fabrication,DEE DEVELOPMENT ENG LTD
DEEPINDS.NS,Energy,Oil & Gas E&P,Deep Industries Limited
DBEIL.NS,Industrials,Engineering & Construction,DEEPAK BUILDERS & ENG I L
DEEPAKFERT.NS,Basic Materials,Chemicals,Deepak Fertilisers And Petrochemicals Corporation Limited
DEEPAKNTR.NS,Basic Materials,Chemicals,Deepak Nitrite Limited
DELHIVERY.NS,Industrials,Integrated Freight & Logistics,Delhivery Limited
DELPHIFX.NS,Financial Services,Capital Markets,Delphi World Money Limited
DELTACORP.NS,Consumer Cyclical,Resorts & Casinos,Delta Corp Limited
DELTAMAGNT.NS,Industrials,Specialty Industrial Machinery,Delta Manufacturing Limited
DEN.NS,Communication Services,Entertainment,DEN Networks Limited
DENTA.NS,Industrials,Engineering & Construction,DENTA WATER N INFRA SOL L
DEVIT.NS,Technology,Information Technology Services,Dev Information Technology Limited
DEVYANI.NS,Consumer Cyclical,Restaurants,Devyani International Limited
DBOL.NS,Consumer Defensive,Farm Products,Dhampur Bio Organics Limited
DHAMPURSUG.NS,Consumer Defensive,Confectioners,Dhampur Sugar Mills Limited
DHANI.NS,Financial Services,Credit Services,Dhani Services Limited
DHANBANK.NS,Financial Services,Banks - Regional,Dhanlaxmi Bank Limited
DHANUKA.NS,Basic Materials,Agricultural Inputs,Dhanuka Agritech Limited
DHARMAJ.NS,Basic Materials,Agricultural Inputs,Dharmaj Crop Guard Limited
DHUNINV.NS,Financial Services,Capital Markets,Dhunseri Investments Limited
DTIL.NS,Consumer Defensive,Packaged Foods,Dhunseri Tea & Industries Limited
DVL.NS,Financial Services,Capital Markets,Dhunseri Ventures Limited
DIAMINESQ.NS,Basic Materials,Chemicals,Diamines and Chemicals Limited
DIACABS.NS,Industrials,Specialty Industrial Machinery,Diamond Power Infrastructure Limited
DICIND.NS,Basic Materials,Specialty Chemicals,DIC India Limited
DIFFNKG.NS,Industrials,Specialty Industrial Machinery,DIFFUSION ENGINEERS LTD
DGCONTENT.NS,Communication Services,Internet Content & Information,Digicontent Limited
DIGIDRIVE.NS,Consumer Cyclical,Internet Retail,Digidrive Distributors Limited
DIGISPICE.NS,Technology,Information Technology Services,DiGiSPICE Technologies Limited
DNAMEDIA.NS,Communication Services,Publishing,Diligent Media Corporation Limited
DBL.NS,Industrials,Engineering & Construction,Dilip Buildcon Limited
DCAL.NS,Healthcare,Biotechnology,Dishman Carbogen Amcis Limited
DIVGIITTS.NS,Consumer Cyclical,Auto Parts,Divgi TorqTransfer Systems Limited
DIVISLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Divi's Laboratories Limited
DIXON.NS,Technology,Consumer Electronics,Dixon Technologies (India) Limited
DJML.NS,Industrials,Specialty Business Services,DJ Mediaprint & Logistics Limited
DLF.NS,Real Estate,Real Estate - Development,DLF Limited
DMCC.NS,Basic Materials,Chemicals,DMCC Speciality Chemicals Limited
DODLA.NS,Consumer Defensive,Food Distribution,Dodla Dairy Limited
DOLATALGO.NS,Financial Services,Capital Markets,Dolat Algotech Limited
DOLLAR.NS,Consumer Cyclical,Apparel Manufacturing,Dollar Industries Limited
DOLPHIN.NS,Energy,Oil & Gas Equipment & Services,Dolphin Offshore Enterprises (India) Limited
DOMS.NS,Industrials,Business Equipment & Supplies,DOMS Industries Limited
DONEAR.NS,Consumer Cyclical,Textile Manufacturing,Donear Industries Limited
DPSCLTD.NS,Utilities,Utilities - Regulated Electric,India Power Corporation Limited
AGARWALEYE.NS,Healthcare,Medical Instruments & Supplies,DR AGARWALS HEALTH CARE L
LALPATHLAB.NS,Healthcare,Diagnostics & Research,Dr. Lal PathLabs Limited
DRREDDY.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Dr. Reddy's Laboratories Limited
DRCSYSTEMS.NS,Technology,Information Technology Services,DRC Systems India Limited
DREAMFOLKS.NS,Industrials,Airports & Air Services,Dreamfolks Services Limited
DREDGECORP.NS,Industrials,Engineering & Construction,Dredging Corporation of India Limited
KEEPLEARN.NS,Consumer Defensive,Education & Training Services,DSJ Keep Learning Limited
LIQUIDETF.NS,Unknown,Unknown,DSP NIFTY 1D Rate Liquid ETF
BANKETFADD.NS,Unknown,Unknown,DSPAMC - DSPBANKETF
GOLDETFADD.NS,Unknown,Unknown,Dsp Mutual Fund - Dsp Gold Etf
ITETFADD.NS,Unknown,Unknown,DSPAMC - DSPITETF
NIFTY50ADD.NS,Unknown,Unknown,DSP Nifty 50 ETF
EQUAL50ADD.NS,Unknown,Unknown,DSP Nifty 50 Equal Weight ETF
PSUBANKADD.NS,Unknown,Unknown,DSPAMC - DSPPSBKETF
PVTBANKADD.NS,Unknown,Unknown,DSPAMC - DSPPVBKETF
MIDQ50ADD.NS,Unknown,Unknown,DSP Nifty Midcap 150 Quality 50 ETF
SILVERADD.NS,Unknown,Unknown,DSPAMC - DSPSILVETF
HEALTHADD.NS,Unknown,Unknown,DSP Nifty Healthcare ETF
LIQUIDADD.NS,Unknown,Unknown,DSP S&P BSE Liquid Rate ETF
NEXT30ADD.NS,Unknown,Unknown,DSP BSE Sensex Next 30 ETF
TOP10ADD.NS,Unknown,Unknown,DSP Nifty Top 10 Equal Weight ETF
DUCON.NS,Industrials,Specialty Industrial Machinery,Ducon Infratechnologies Limited
DWARKESH.NS,Consumer Defensive,Confectioners,Dwarikesh Sugar Industries Limited
DSSL.NS,Technology,Information Technology Services,Dynacons Systems & Solutions Limited
DYNAMATECH.NS,Consumer Cyclical,Auto Parts,Dynamatic Technologies Limited
DYCL.NS,Industrials,Electrical Equipment & Parts,Dynamic Cables Limited
DYNPRO.NS,Basic Materials,Specialty Chemicals,Dynemic Products Limited
E2E.NS,Technology,Software - Infrastructure,E2E Networks Limited
EASEMYTRIP.NS,Consumer Cyclical,Travel Services,Easy Trip Planners Limited
ECLERX.NS,Technology,Information Technology Services,eClerx Services Limited
ECOSMOBLTY.NS,Industrials,Rental & Leasing Services,ECOS (INDIA) MOB & HOSP L
BBETF0432.NS,Unknown,Unknown,BHARAT Bond ETF April 2032
EBBETF0430.NS,Unknown,Unknown,BHARAT Bond ETF April 2030
EBBETF0431.NS,Unknown,Unknown,"Edelweiss Amc Ltd - Edelweiss Mutual Fund - Edelweiss Bharat Bond Exchange Traded Fund, April 2031"
EBBETF0433.NS,Unknown,Unknown,BHARAT Bond ETF - April 2033
ECAPINSURE.NS,Unknown,Unknown,Edelweiss BSE Capital Markets & Insurance ETF
EGOLD.NS,Unknown,Unknown,Edelweiss Gold ETF
EMULTIMQ.NS,Unknown,Unknown,Edelweiss Nifty500 Multicap Momentum Quality 50 ETF
ESILVER.NS,Unknown,Unknown,Edelweiss Silver ETF
EDELWEISS.NS,Financial Services,Financial Conglomerates,Edelweiss Financial Services Limited
EDUCOMP.NS,Consumer Defensive,Education & Training Services,Educomp Solutions Limited
EICHERMOT.NS,Consumer Cyclical,Auto Manufacturers,Eicher Motors Limited
EIDPARRY.NS,Basic Materials,Agricultural Inputs,E.I.D.- Parry (India) Limited
EIHAHOTELS.NS,Consumer Cyclical,Lodging,EIH Associated Hotels Limited
EIHOTEL.NS,Consumer Cyclical,Lodging,EIH Limited
EIMCOELECO.NS,Industrials,Farm & Heavy Construction Machinery,Eimco Elecon (India) Limited
ELDEHSG.NS,Real Estate,Real Estate Services,Eldeco Housing and Industries Limited
ELECON.NS,Industrials,Specialty Industrial Machinery,Elecon Engineering Company Limited
EMIL.NS,Consumer Cyclical,Specialty Retail,Electronics Mart India Limited
ELECTCAST.NS,Industrials,Building Products & Equipment,Electrosteel Castings Limited
ELECTHERM.NS,Basic Materials,Steel,Electrotherm (India) Limited
ELGIEQUIP.NS,Industrials,Specialty Industrial Machinery,Elgi Equipments Limited
EMAMILTD.NS,Consumer Defensive,Household & Personal Products,Emami Limited
EMAMIPAP.NS,Basic Materials,Paper & Paper Products,Emami Paper Mills Limited
EMAMIREAL.NS,Real Estate,Real Estate - Development,Emami Realty Limited
EMBDL.NS,Real Estate,Real Estate - Diversified,Embassy Developments Limited
EMCURE.NS,Healthcare,Drug Manufacturers - Specialty & Generic,EMCURE PHARMACEUTICALS L
EMKAY.NS,Financial Services,Capital Markets,Emkay Global Financial Services Limited
EMMBI.NS,Consumer Cyclical,Packaging & Containers,Emmbi Industries Limited
EMSLIMITED.NS,Industrials,Engineering & Construction,EMS Limited
EMUDHRA.NS,Technology,Software - Application,eMudhra Limited
ENDURANCE.NS,Consumer Cyclical,Auto Parts,Endurance Technologies Limited
ENERGYDEV.NS,Utilities,Utilities - Regulated Electric,Energy Development Company Limited
ENGINERSIN.NS,Industrials,Engineering & Construction,Engineers India Limited
ENTERO.NS,Healthcare,Medical Distribution,Entero Healthcare Solutions Limited
ENIL.NS,Communication Services,Broadcasting,Entertainment Network (India) Limited
EIEL.NS,Industrials,Engineering & Construction,ENVIRO INFRA ENGINEERS L
EPACK.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EPACK Durable Limited
EPIGRAL.NS,Basic Materials,Chemicals,Epigral Limited
EPL.NS,Consumer Cyclical,Packaging & Containers,EPL Limited
EQUIPPP.NS,Basic Materials,Agricultural Inputs,Equippp Social Impact Technologies Limited
EQUITASBNK.NS,Financial Services,Banks - Regional,Equitas Small Finance Bank Limited
ERIS.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Eris Lifesciences Limited
EROSMEDIA.NS,Communication Services,Entertainment,Eros International Media Limited
ESABINDIA.NS,Industrials,Tools & Accessories,ESAB India Limited
ESAFSFB.NS,Financial Services,Banks - Regional,ESAF Small Finance Bank
ESCORTS.NS,Industrials,Farm & Heavy Construction Machinery,Escorts Kubota Limited
ESSARSHPNG.NS,Industrials,Marine Shipping,Essar Shipping Limited
ESTER.NS,Basic Materials,Specialty Chemicals,Ester Industries Limited
ETERNAL.NS,Consumer Cyclical,Internet Retail,Eternal Limited
ETHOSLTD.NS,Consumer Cyclical,Luxury Goods,Ethos Limited
EUREKAFORB.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Eureka Forbes Limited
EIFFL.NS,Consumer Defensive,Packaged Foods,Euro India Fresh Foods Limited
EVEREADY.NS,Industrials,Electrical Equipment & Parts,Eveready Industries India Limited
EKC.NS,Industrials,Specialty Industrial Machinery,Everest Kanto Cylinder Limited
EXCELINDUS.NS,Basic Materials,Specialty Chemicals,Excel Industries Limited
EXCEL.NS,Industrials,Conglomerates,Excel Realty N Infra Limited
EXICOM.NS,Industrials,Electrical Equipment & Parts,Exicom Tele-Systems Limited
EXIDEIND.NS,Consumer Cyclical,Auto Parts,Exide Industries Limited
EXPLEOSOL.NS,Technology,Information Technology Services,Expleo Solutions Limited
EXXARO.NS,Industrials,Building Products & Equipment,Exxaro Tiles Limited
FACT.NS,Basic Materials,Agricultural Inputs,The Fertilisers and Chemicals Travancore Limited
FAIRCHEMOR.NS,Basic Materials,Specialty Chemicals,Fairchem Organics Limited
FAZE3Q.NS,Consumer Cyclical,Textile Manufacturing,Faze Three Limited
FCSSOFT.NS,Technology,Information Technology Services,FCS Software Solutions Limited
FDC.NS,Healthcare,Drug Manufacturers - Specialty & Generic,FDC Limited
FEDFINA.NS,Financial Services,Credit Services,Fedbank Financial Services Limited
FEDERALBNK.NS,Financial Services,Banks - Regional,The Federal Bank Limited
FMGOETZE.NS,Consumer Cyclical,Auto Parts,Federal-Mogul Goetze (India) Limited
FIBERWEB.NS,Consumer Cyclical,Textile Manufacturing,Fiberweb (India) Limited
FIEMIND.NS,Consumer Cyclical,Auto Parts,Fiem Industries Limited
FILATFASH.NS,Consumer Cyclical,Apparel Manufacturing,Filatex Fashions Limited
FILATEX.NS,Consumer Cyclical,Textile Manufacturing,Filatex India Limited
FINEORG.NS,Basic Materials,Specialty Chemicals,Fine Organic Industries Limited
FCL.NS,Basic Materials,Specialty Chemicals,Fineotex Chemical Limited
FINOPB.NS,Financial Services,Banks - Regional,Fino Payments Bank Limited
FINCABLES.NS,Industrials,Electrical Equipment & Parts,Finolex Cables Limited
FINPIPE.NS,Industrials,Building Products & Equipment,Finolex Industries Limited
FSL.NS,Technology,Information Technology Services,Firstsource Solutions Limited
FIVESTAR.NS,Financial Services,Credit Services,Five-Star Business Finance Limited
FLAIR.NS,Industrials,Business Equipment & Supplies,FLAIR WRITING INDUST LTD
FOCUS.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Focus Lighting and Fixtures Limited
FOODSIN.NS,Consumer Defensive,Packaged Foods,Foods and Inns Limited
FORCEMOT.NS,Consumer Cyclical,Auto Manufacturers,Force Motors Limited
FORTIS.NS,Healthcare,Medical Care Facilities,Fortis Healthcare Limited
FOSECOIND.NS,Basic Materials,Chemicals,Foseco India Limited
NYKAA.NS,Consumer Cyclical,Internet Retail,FSN E-Commerce Ventures Limited
FUSION.NS,Financial Services,Credit Services,Fusion Finance Limited
FCONSUMER.NS,Consumer Defensive,Packaged Foods,Future Consumer Limited
FMNL.NS,Real Estate,Real Estate Services,Future Market Networks Limited
FSC.NS,Industrials,Integrated Freight & Logistics,Future Supply Chain Solutions Limited
GMBREW.NS,Consumer Defensive,Beverages - Wineries & Distilleries,G.M. Breweries Limited
GRINFRA.NS,Industrials,Engineering & Construction,G R Infraprojects Limited
GTECJAINX.NS,Consumer Defensive,Education & Training Services,G-Tec Jainx Education Limited
GABRIEL.NS,Consumer Cyclical,Auto Parts,Gabriel India Limited
GATECH.NS,Financial Services,Asset Management,GACM Technologies Limited
GATECHDVR.NS,Financial Services,Asset Management,GACM Technologies Limited
GAIL.NS,Utilities,Utilities - Regulated Gas,GAIL (India) Limited
GALAPREC.NS,Industrials,Specialty Industrial Machinery,GALA PRECISION ENG LTD
GALAXYSURF.NS,Basic Materials,Specialty Chemicals,Galaxy Surfactants Limited
GALLANTT.NS,Basic Materials,Steel,Gallantt Ispat Limited
GANDHAR.NS,Energy,Oil & Gas Refining & Marketing,Gandhar Oil Refinery (India) Limited
GANDHITUBE.NS,Industrials,Metal Fabrication,Gandhi Special Tubes Limited
GANESHBE.NS,Basic Materials,Specialty Chemicals,Ganesh Benzoplast Limited
GANESHHOUC.NS,Real Estate,Real Estate - Development,Ganesh Housing Corporation Limited
GANECOS.NS,Consumer Cyclical,Textile Manufacturing,Ganesha Ecosphere Limited
GANGAFORGE.NS,Industrials,Metal Fabrication,Ganga Forging Limited
GANGESSECU.NS,Consumer Defensive,Packaged Foods,Ganges Securities Limited
GANGOTRI.NS,Consumer Cyclical,Textile Manufacturing,Gangotri Textiles Limited
GRSE.NS,Industrials,Aerospace & Defense,Garden Reach Shipbuilders & Engineers Limited
GARUDA.NS,Industrials,Engineering & Construction,GARUDA CONSTRUCT N ENG L
GRWRHITECH.NS,Basic Materials,Specialty Chemicals,Garware Hi-Tech Films Limited
GARFIBRES.NS,Consumer Cyclical,Textile Manufacturing,Garware Technical Fibres Limited
GATEWAY.NS,Industrials,Integrated Freight & Logistics,Gateway Distriparks Limited
GAYAPROJ.NS,Industrials,Engineering & Construction,Gayatri Projects Limited
GEPIL.NS,Industrials,Engineering & Construction,GE Power India Limited
GVT&D.NS,Industrials,Specialty Industrial Machinery,GE Vernova T&D India Ltd
GEECEE.NS,Real Estate,Real Estate - Development,GeeCee Ventures Limited
GEEKAYWIRE.NS,Industrials,Electrical Equipment & Parts,Geekay Wires Limited
GICRE.NS,Financial Services,Insurance - Reinsurance,General Insurance Corporation of India
GENCON.NS,Industrials,Engineering & Construction,Generic Engineering Construction and Projects Limited
GENESYS.NS,Technology,Software - Application,Genesys International Corporation Limited
GENSOL.NS,Technology,Solar,Gensol Engineering Limited
GENUSPAPER.NS,Basic Materials,Paper & Paper Products,Genus Paper & Boards Limited
GENUSPOWER.NS,Industrials,Electrical Equipment & Parts,Genus Power Infrastructures Limited
GEOJITFSL.NS,Financial Services,Capital Markets,Geojit Financial Services Limited
GHCL.NS,Basic Materials,Chemicals,GHCL Limited
GHCLTEXTIL.NS,Consumer Cyclical,Textile Manufacturing,GHCL Textiles Limited
GICHSGFIN.NS,Financial Services,Mortgage Finance,GIC Housing Finance Limited
GILLANDERS.NS,Consumer Defensive,Farm Products,Gillanders Arbuthnot and Company Limited
GILLETTE.NS,Consumer Defensive,Household & Personal Products,Gillette India Limited
GKWLIMITED.NS,Industrials,Specialty Business Services,GKW Limited
GLAND.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Gland Pharma Limited
GLAXO.NS,Healthcare,Drug Manufacturers - General,GlaxoSmithKline Pharmaceuticals Limited
GLENMARK.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Glenmark Pharmaceuticals Limited
GLOBAL.NS,Consumer Defensive,Education & Training Services,Global Education Limited
MEDANTA.NS,Healthcare,Medical Care Facilities,Global Health Limited
GSLSU.NS,Basic Materials,Building Materials,Global Surfaces Limited
GLOBALVECT.NS,Industrials,Airports & Air Services,Global Vectra Helicorp Limited
GLOBALE.NS,Consumer Cyclical,Textile Manufacturing,Globale Tessile Limited
GLOBE.NS,Consumer Cyclical,Textile Manufacturing,Globe Textiles (India) Limited
GLOBUSSPR.NS,Consumer Defensive,Beverages - Wineries & Distilleries,Globus Spirits Limited
GLOSTERLTD.NS,Consumer Cyclical,Textile Manufacturing,Gloster Limited
GMMPFAUDLR.NS,Industrials,Specialty Industrial Machinery,GMM Pfaudler Limited
GMRAIRPORT.NS,Industrials,Airports & Air Services,GMR Airports Limited
GMRP&UI.NS,Energy,Thermal Coal,GMR Power And Urban Infra Limited
GNA.NS,Consumer Cyclical,Auto Parts,G N A Axles Limited
GODIGIT.NS,Financial Services,Insurance - Property & Casualty,GO DIGIT GENERAL INS LTD
GOCOLORS.NS,Consumer Cyclical,Apparel Retail,Go Fashion (India) Limited
GOACARBON.NS,Basic Materials,Specialty Chemicals,Goa Carbon Limited
GOCLCORP.NS,Basic Materials,Specialty Chemicals,GOCL Corporation Limited
GPIL.NS,Basic Materials,Steel,Godawari Power & Ispat Limited
GODFRYPHLP.NS,Consumer Defensive,Tobacco,Godfrey Phillips India Limited
GODREJAGRO.NS,Consumer Defensive,Packaged Foods,Godrej Agrovet Limited
GODREJCP.NS,Consumer Defensive,Household & Personal Products,Godrej Consumer Products Limited
GODREJIND.NS,Industrials,Conglomerates,Godrej Industries Limited
GODREJPROP.NS,Real Estate,Real Estate - Development,Godrej Properties Limited
GOKEX.NS,Consumer Cyclical,Apparel Manufacturing,Gokaldas Exports Limited
GOKULAGRO.NS,Consumer Defensive,Packaged Foods,Gokul Agro Resources Limited
GOKUL.NS,Consumer Defensive,Packaged Foods,Gokul Refoils & Solvent Limited
GOLDENTOBC.NS,Consumer Defensive,Tobacco,Golden Tobacco Limited
GOLDIAM.NS,Consumer Cyclical,Luxury Goods,Goldiam International Limited
GOODLUCK.NS,Basic Materials,Steel,Goodluck India Limited
GOPAL.NS,Consumer Defensive,Packaged Foods,Gopal Snacks Limited
GOYALALUM.NS,Basic Materials,Aluminum,Goyal Aluminiums Limited
GULFPETRO.NS,Energy,Oil & Gas Refining & Marketing,GP Petroleums Limited
GPTHEALTH.NS,Healthcare,Medical Care Facilities,GPT Healthcare Limited
GPTINFRA.NS,Industrials,Engineering & Construction,GPT Infraprojects Limited
GFSTEELS.NS,Basic Materials,Steel,Grand Foundry Limited
GRANULES.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Granules India Limited
GRAPHITE.NS,Industrials,Electrical Equipment & Parts,Graphite India Limited
GRASIM.NS,Basic Materials,Building Materials,Grasim Industries Limited
GRAVITA.NS,Industrials,Metal Fabrication,Gravita India Limited
GREAVESCOT.NS,Industrials,Specialty Industrial Machinery,Greaves Cotton Limited
GREENLAM.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Greenlam Industries Limited
GREENPANEL.NS,Basic Materials,Lumber & Wood Production,Greenpanel Industries Limited
GREENPLY.NS,Basic Materials,Lumber & Wood Production,Greenply Industries Limited
GRINDWELL.NS,Industrials,Building Products & Equipment,Grindwell Norton Limited
GRMOVER.NS,Consumer Defensive,Packaged Foods,GRM Overseas Limited
GROWWDEFNC.NS,Unknown,Unknown,Groww Nifty India Defence ETF
GROWWEV.NS,Unknown,Unknown,Groww Nifty EV & New Age Automotive ETF
GROWWGOLD.NS,Unknown,Unknown,Groww Gold ETF
GROWWLIQID.NS,Unknown,Unknown,Groww Nifty 1D Rate Liquid ETF
GROWWMOM50.NS,Unknown,Unknown,Groww Mutual Fund - Nifty 500 Momentum 50 ETF
GROWWN200.NS,Unknown,Unknown,Groww Mutual Fund - Nifty 200 ETF Fund of Fund
GROWWRAIL.NS,Unknown,Unknown,Groww Nifty India Railways PSU ETF
GROWWSLVR.NS,Unknown,Unknown,Groww Mutual Fund - Groww Silver Etf
GRPLTD.NS,Consumer Cyclical,Auto Parts,GRP Limited
GSS.NS,Technology,Information Technology Services,GSS Infotech Limited
GTLINFRA.NS,Technology,Communication Equipment,GTL Infrastructure Limited
GTL.NS,Communication Services,Telecom Services,GTL Limited
GTPL.NS,Communication Services,Entertainment,GTPL Hathway Limited
GUFICBIO.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Gufic Biosciences Limited
GIPCL.NS,Utilities,Utilities - Regulated Electric,Gujarat Industries Power Company Limited
GNFC.NS,Basic Materials,Chemicals,Gujarat Narmada Valley Fertilizers & Chemicals Limited
GSFC.NS,Basic Materials,Agricultural Inputs,Gujarat State Fertilizers & Chemicals Limited
GUJAPOLLO.NS,Industrials,Specialty Industrial Machinery,Gujarat Apollo Industries Limited
GUJALKALI.NS,Basic Materials,Chemicals,Gujarat Alkalies and Chemicals Limited
GAEL.NS,Consumer Defensive,Packaged Foods,Gujarat Ambuja Exports Limited
FLUOROCHEM.NS,Basic Materials,Specialty Chemicals,Gujarat Fluorochemicals Limited
GUJGASLTD.NS,Utilities,Utilities - Regulated Gas,Gujarat Gas Limited
GMDCLTD.NS,Energy,Thermal Coal,Gujarat Mineral Development Corporation Limited
GPPL.NS,Industrials,Marine Shipping,Gujarat Pipavav Port Limited
GUJRAFFIA.NS,Unknown,Unknown,Gujarat Raffia Industries Limited
GSPL.NS,Utilities,Utilities - Regulated Gas,Gujarat State Petronet Limited
